Title,Platform,Content Type,Goal,Status,Priority,Personality Marker,Recurring,Post Date,Hook Used,Notes
[IG-2] Q3 planning: entire quarter in 30 minutes,Instagram,Reel Script,Community,Draft,Normal,Callout,One-Time,2026-06-18T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] 30 days of ContentBrain data: the aggregate report,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-18T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Affiliate Program: 25% recurring commission,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-19T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Affiliate program: earn 25% recurring,Instagram,Carousel,Authority,Draft,Normal,Story,One-Time,2026-06-19T07:00:00,,Phase 7 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] 30 days of ContentBrain data across all users. Average time saved: 18 hrs/week. ...,X/Twitter,Thread,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-19T08:00:00,30 days of ContentBrain data across all users. Average time saved: 18 hrs/week. Cost reduction: 62%. Content output: 4.2X increase.,Phase 7 | X-AM | C-80 | [v1 hook] | v2
[TG-1] Jun 19 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-19T08:00:00,,
[LI-1] 90 days of ContentBrain: complete results and Q3 roadmap,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-19T09:00:00,,Phase 7 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Web3 gaming spotlight: Discord grew 12K members,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-19T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] These numbers are real, from real users, in 30 days. Imagine what 90 days looks ...",X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-19T12:00:00,"These numbers are real, from real users, in 30 days. Imagine what 90 days looks like.",Phase 7 | X-PM | C-80 | [v1 hook] | v2
[TK-3] Want your project featured? Share your story.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-19T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] User spotlight: DeFi protocol transformation,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-19T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 19 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-19T16:00:00,,
[IG-2] 90-day results: the complete ContentBrain story,Instagram,Reel Script,Reach,Draft,Normal,Callout,One-Time,2026-06-19T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] ContentBrain by the numbers: 30-day aggregate data report,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-19T19:00:00,ContentBrain by the numbers: 30-day aggregate data report,Phase 7 | TK-4 | C-80 | [v1 hook] | v2
[TK-1] Full stack AI Marketing Automation — everything included,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-20T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
"[IG-1] Referral program launch: how it works, step by step",Instagram,Carousel,Leads,Draft,Normal,Story,One-Time,2026-06-20T07:00:00,"Referral program launch: how it works, step by step",Phase 7 | IG-1 | C-81 | [v1 hook] | v2
[X-1] Starting today: refer a friend to ContentBrain and get a free month. They get on...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-06-20T08:00:00,Starting today: refer a friend to ContentBrain and get a free month. They get onboarded. You get rewarded. Everybody wins.,Phase 7 | X-AM | C-81 | [v1 hook] | v2
[TG-1] Jun 20 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-20T08:00:00,,
"[LI-1] 30-day data report: 18 hrs/week saved, 62% cost reduction across all users — the...",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-20T09:00:00,"30-day data report: 18 hrs/week saved, 62% cost reduction across all users — the full breakdown.",Phase 7 | LI-1 | C-80 | [v1 hook] | v2
[TK-2] AI startup: zero to 15K followers in 60 days,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-20T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Sunday gratitude: 90 days of building together,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-20T12:00:00,,Phase 7 | X-PM | NEW | [TOPIC ONLY] | v2
[TK-3] Q3 starts in 4 days. What's your plan?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-20T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Upsell: video production joins the platform,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-20T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 20 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-20T16:00:00,,
[IG-2] 30-day data report: 18 hrs/week saved,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-06-20T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
"[TK-4] ContentBrain analyzed 10,000 Web3 posts this week",TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-20T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Not ready for monthly? One-time build option.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-21T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] ContentBrain Community: what's inside,Instagram,Reel Script,Authority,Draft,Normal,Story,One-Time,2026-06-21T07:00:00,,Phase 7 | IG-1 | NEW | [TOPIC ONLY] | v2
"[X-1] ContentBrain analyzed 10,000 posts across Web3 this week. Here are the 5 trends ...",X/Twitter,Thread,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-21T08:00:00,"ContentBrain analyzed 10,000 posts across Web3 this week. Here are the 5 trends about to explode — and exactly how to ride them.",Phase 7 | X-AM | C-82 | [v1 hook] | v2
[TG-1] Jun 21 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-21T08:00:00,,
"[LI-1] The referral program: reward loyalty, grow together",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-21T09:00:00,,Phase 7 | LI-1 | NEW | [TOPIC ONLY] | v2
"[TK-2] 30-day aggregate data: 18 hrs/week saved, 62% cost down",TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-21T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] This report generates automatically every week. ContentBrain users get it in the...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-21T12:00:00,This report generates automatically every week. ContentBrain users get it in their inbox every Monday morning.,Phase 7 | X-PM | C-82 | [v1 hook] | v2
[TK-3] Comment NEXT if you're riding into Q3 with us,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-21T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] From scaling to next level: Q3 preview,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-21T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 21 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-21T16:00:00,,
[IG-2] DeFi protocol spotlight: 3-month follow-up,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-06-21T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
"[TK-4] 5 content trends about to explode — from 10,000-post analysis",TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-21T19:00:00,"5 content trends about to explode — from 10,000-post analysis",Phase 7 | TK-4 | C-82 | [v1 hook] | v2
[TK-1] ContentBrain Affiliate: free money for content strategists,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-22T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] 5 trends about to explode from 10K post analysis,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-06-22T07:00:00,,Phase 7 | IG-1 | NEW | [TOPIC ONLY] | v2
"[X-1] 90 days ago I started sharing content strategy on this feed. Today: a product, a...",X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-22T08:00:00,"90 days ago I started sharing content strategy on this feed. Today: a product, a community, and results that speak louder than any tweet. Thank you.",Phase 7 | X-AM | C-83 | [v1 hook] | v2
[TG-1] Jun 22 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-22T08:00:00,,
[LI-1] The complete ContentBrain story: 90 days in data,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-22T09:00:00,,Phase 7 | LI-1 | NEW | [TOPIC ONLY] | v2
"[TK-2] Referral program: get onboarded, get a free month",TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-22T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Share your ContentBrain transformation story,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-22T12:00:00,,Phase 7 | X-PM | NEW | [TOPIC ONLY] | v2
[TK-3] Thank you for being here from Day 1,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-22T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Foundation built. Scaling chapter begins. Q3 roadmap.,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-22T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 22 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-22T16:00:00,,
[IG-2] Q3 roadmap: what's coming next,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-06-22T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Weekly trend report: automates every Monday morning,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-22T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Q3 planning: entire quarter in 30 minutes,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-23T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Full stack package: what the AI Marketing Automation includes,Instagram,Carousel,Sales,Draft,Normal,Story,One-Time,2026-06-23T07:00:00,Full stack package: what the AI Marketing Automation includes,Phase 7 | IG-1 | C-84 | [v1 hook] | v2
[X-1] Content + Video + Community Automation + Lead Funnels. What if one system handle...,X/Twitter,Thread,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-23T08:00:00,Content + Video + Community Automation + Lead Funnels. What if one system handled all of it? For less than you pay a social media manager.,Phase 7 | X-AM | C-84 | [v1 hook] | v2
[TG-1] Jun 23 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-23T08:00:00,,
"[LI-1] Full stack announcement: AI Marketing Automation — content, video, community, fu...",LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-06-23T09:00:00,"Full stack announcement: AI Marketing Automation — content, video, community, funnels, analytics.",Phase 7 | LI-1 | C-84 | [v1 hook] | v2
[TK-2] The community is growing faster than predicted,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-23T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] The agency equivalent: $15-20K/month. AI Marketing Automation package: $3-5K. Sa...,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-23T12:00:00,The agency equivalent: $15-20K/month. AI Marketing Automation package: $3-5K. Same output. Better data. No HR.,Phase 7 | X-PM | C-84 | [v1 hook] | v2
[TK-3] The best content systems are built by communities,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-23T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] AI startup spotlight: zero to 15K followers, 60 days",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-23T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 23 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-23T16:00:00,,
[IG-2] User spotlight: AI startup case study,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-06-23T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] 90 days of ContentBrain: the complete results,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-23T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Free Q3 content plan with strategy call this week,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-24T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Referral program launch: how it works,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-06-24T07:00:00,,Phase 7 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] User spotlight: Web3 gaming project used ContentBrain for 90 days of lore conten...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-24T08:00:00,"User spotlight: Web3 gaming project used ContentBrain for 90 days of lore content. Discord grew by 12,000 members.",Phase 7 | X-AM | C-85 | [v1 hook] | v2
[TG-1] Jun 24 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-24T08:00:00,,
[LI-1] 30-day aggregate data: 18 hrs/week saved across all users,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-24T09:00:00,,Phase 7 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Q3 roadmap preview: what's coming next,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-24T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Gaming projects need daily community content. ContentBrain delivers it at scale....,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-06-24T12:00:00,Gaming projects need daily community content. ContentBrain delivers it at scale. Period.,Phase 7 | X-PM | C-85 | [v1 hook] | v2
[TK-3] Sunday gratitude: 90 days of building together,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-24T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Full stack: AI Marketing Automation announcement,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-24T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 24 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-24T16:00:00,,
[IG-2] Full stack package: what AI Marketing Automation includes,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-06-24T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
"[TK-4] Gaming project spotlight: 90 days of automated lore, community updates, hype pos...",TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-24T19:00:00,"Gaming project spotlight: 90 days of automated lore, community updates, hype posts",Phase 7 | TK-4 | C-85 | [v1 hook] | v2
[TK-1] 90-day ContentBrain results: the complete story,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-25T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] ContentBrain options: monthly packages vs one-time builds — comparison,Instagram,Carousel,Sales,Draft,Normal,Story,One-Time,2026-06-25T07:00:00,ContentBrain options: monthly packages vs one-time builds — comparison,Phase 7 | IG-1 | C-86 | [v1 hook] | v2
"[X-1] Not ready for monthly? One-Time Build: I build your complete content system, han...",X/Twitter,Thread,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-06-25T08:00:00,"Not ready for monthly? One-Time Build: I build your complete content system, hand you the keys. Yours forever.",Phase 7 | X-AM | C-86 | [v1 hook] | v2
[TG-1] Jun 25 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-25T08:00:00,,
"[LI-1] One-Time Build option: custom content system, $2.5K-$15K, documentation included...",LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-06-25T09:00:00,"One-Time Build option: custom content system, $2.5K-$15K, documentation included, yours forever.",Phase 7 | LI-1 | C-86 | [v1 hook] | v2
[TK-2] Phase 5 recap: from scaling to next level,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-25T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Drop your Q3 content goal below,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-06-25T12:00:00,,Phase 7 | X-PM | NEW | [TOPIC ONLY] | v2
[TK-3] What feature do you want most in Q3?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-25T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
"[LI-2] One-Time Build: custom system, yours forever",LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-25T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 25 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-25T16:00:00,,
[IG-2] Gaming project spotlight: 90 days of content,Instagram,Reel Script,Reach,Draft,Normal,Callout,One-Time,2026-06-25T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Gaming project: 90 days of automated lore content,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-25T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Plan your entire Q3 content in 30 minutes — step by step framework,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-26T06:00:00,Plan your entire Q3 content in 30 minutes — step by step framework,Phase 7 | TK-1 | C-87 | [v1 hook] | v2
[IG-1] Monthly packages vs one-time builds comparison,Instagram,Carousel,Sales,Draft,Normal,Story,One-Time,2026-06-26T07:00:00,,Phase 7 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] Q3 starts in 4 days. If your content strategy for July-September isn't planned y...,X/Twitter,Thread,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-06-26T08:00:00,"Q3 starts in 4 days. If your content strategy for July-September isn't planned yet, you're already behind. Here's how to plan a quarter in 30 minutes.",Phase 7 | X-AM | C-87 | [v1 hook] | v2
[TG-1] Jun 26 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-06-26T08:00:00,,
[LI-1] Affiliate program: 25% recurring for content strategists,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-06-26T09:00:00,,Phase 7 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Imagine what 90 days of ContentBrain looks like,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-06-26T11:00:00,,Phase 7 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] I'll build your Q3 content plan for free if you book a strategy call this week. ...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-06-26T12:00:00,I'll build your Q3 content plan for free if you book a strategy call this week. DM me Q3. First 10 get it today.,Phase 7 | X-PM | C-87 | [v1 hook] | v2
[TK-3] Share your ContentBrain transformation story,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-06-26T16:00:00,,Phase 7 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Web3 gaming spotlight: 90 days of automated lore content,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-06-26T16:00:00,,Phase 7 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Jun 26 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-06-26T16:00:00,,
[IG-2] Q3 planning: entire quarter in 30 minutes,Instagram,Reel Script,Community,Draft,Normal,Callout,One-Time,2026-06-26T17:00:00,,Phase 7 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The data report: 4.2X content output increase,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-06-26T19:00:00,,Phase 7 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Upsell: video production added to existing packages,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-06-27T06:00:00,,Phase 7 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Affiliate program: earn 25% recurring — how it works,Instagram,Carousel,Leads,Draft,Normal,Story,One-Time,2026-06-27T07:00:00,Affiliate program: earn 25% recurring — how it works,Phase 7 | IG-1 | C-88 | [v1 hook] | v2
[X-1] Announcing: ContentBrain Affiliate Program. 25% recurring commission. If you tal...,X/Twitter,Tweet,Leads,Draft,Normal,Polarizing Stand,One-Time,2026-06-27T08:00:00,"Announcing: ContentBrain Affiliate Program. 25% recurring commission. If you talk about content strategy, this is free money.",Phase 7 | X-AM | C-88 | [v1 hook] | v2
